"","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","address"
"140",140,"  Blk 245 Pasir Ris Street 21 Singapore","HDB Executive","Executive Apartment"," Built-1993","150 sqm / $426 psf(Built)","$688,000","Resale",103.962849,1.3710566,"245 pasir ris street 21, singapore 510245"
"141",141,"  Blk 476C Upper Serangoon View Singapore","5-Room","Built-2016",NA,"112 sqm / $580 psf(Built)","$700,000","Resale",103.9042942,1.3780703,"476c upper serangoon view, singapore 531476"
"142",142,"  Blk 308A Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $555 psf(Built)","$550,000","Resale",103.9005963,1.4076123,"308a punggol walk, singapore 821308"
"143",143,"  Blk 183C Boon Lay Avenue Singapore","4-Room","Model A"," Built-2015","92 sqm / $484 psf(Built)","$480,000","Resale",103.7092363,1.3485931,"183c boon lay ave, singapore 643183"
"144",144,"  Blk 436 Ang Mo Kio Avenue 10 Singapore","4-Room","New Generation"," Built-1979","92 sqm / $454 psf(Built)","$450,000","Resale",103.8539133,1.3673911,"436 ang mo kio ave 10, block 436, singapore 560436"
"145",145,"  Blk 469B Admiralty Drive Singapore","HDB Executive","Apartment"," Built-2001","137 sqm / $332 psf(Built)","$490,000","Resale",103.8133847,1.4484762,"469b admiralty dr, block 469b, singapore 752469"
"146",146,"  Blk 105 Bedok Reservoir Road Singapore","3-Room","New Generation"," Built-1985","67 sqm / $457 psf(Built)","$330,000","Resale",103.909188,1.3291336,"105 bedok reservoir rd, block 105, singapore 470105"
"147",147,"  Blk 332B Anchorvale Link Singapore","5-Room","Improved"," Built-2015","112 sqm / $538 psf(Built)","$650,000","Resale",103.8914065,1.3951513,"332c anchorvale link, blk 332b, singapore 543332"
"148",148,"  Blk 708 Tampines Street 71 Singapore","5-Room","Improved"," Built-1997","119 sqm / $441 psf(Built)","$565,000","Resale",103.936767,1.358019,"708 tampines street 71, singapore 520708"
"149",149,"  Blk 622C Punggol Central Singapore","4-Room","Model A"," Built-2014","95 sqm / $444 psf(Built)","$455,000","Resale",103.9107966,1.4007295,"622c punggol central, singapore 823622"
"150",150,"  Blk 645 Punggol Central Singapore","5-Room","Standard"," Built-2005","110 sqm / $375 psf(Built)","$445,000","Resale",103.916257,1.397783,"645 punggol central, block 645, singapore 820645"
"151",151,"  Blk 296C Compassvale Crescent Singapore","5-Room","Improved"," Built-2002","110 sqm / $404 psf(Built)","$479,000","Resale",103.8996726,1.3975166,"296c compassvale cres, singapore 543296"
"152",152,"  Blk 267 Toh Guan Road Singapore","5-Room","Model A"," Built-1998","121 sqm / $474 psf(Built)","$618,000","Resale",103.7447108,1.3410576,"267 toh guan rd, block 267, singapore 600267"
"153",153,"  Blk 310B Punggol Walk Singapore","4-Room","Improved"," Built-2015","92 sqm / $563 psf(Built)","$558,000","Resale",103.9004061,1.4094207,"310b punggol walk, singapore 822310"
"154",154,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $923 psf(Built)","$825,000","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"155",155,"  Blk 8 Holland Avenue Singapore","4-Room","Model A"," Built-1974","82 sqm / $578 psf(Built)","$510,000","Resale",103.7945038,1.306882,"8 holland ave, block 8, singapore 271008"
"156",156,"  Blk 15 Beach Road Singapore","4-Room","Built-1975",NA,"77 sqm / $624 psf(Built)","$518,000","Resale",103.8555367,1.2958343,"15 beach rd, singapore 190015"
"157",157,"  Blk 9 Holland Avenue Singapore","4-Room","Improved"," Built-1974","86 sqm / $570 psf(Built)","$528,000","Resale",103.7947075,1.307704,"9 holland ave, singapore 272009"
"158",158,"  Blk 443D Fajar Road Singapore","5-Room","Improved"," Built-2016","113 sqm / $542 psf(Built)","$660,000","Resale",103.7704708,1.3805372,"443d fajar rd, singapore 674442"
"159",159,"  Blk 332C Anchorvale Link Singapore","5-Room","Model A"," Built-2015","112 sqm / $497 psf(Built)","$600,000","Resale",103.8914065,1.3951513,"332c anchorvale link, blk 332b, singapore 543332"
"160",160,"  Blk 260B Punggol Way Singapore","4-Room","Model A"," Built-2015","93 sqm / $478 psf(Built)","$479,000","Resale",103.8967952,1.4047619,"260b punggol way, singapore"
"161",161,"  Blk 212A Punggol Walk Singapore","5-Room","Standard"," Built-2015","93 sqm / $467 psf(Built)","$468,000","Resale",103.8991918,1.3997175,"212 punggol walk, singapore 822209"
"162",162,"  Blk 268C Punggol Field Singapore","4-Room","Model A"," Built-2013","97 sqm / $522 psf(Built)","$545,000","Resale",103.897846,1.403457,"268c punggol field, singapore 823268"
"163",163,"  Blk 111A Depot Road Singapore","5-Room","Model A"," Built-2006","115 sqm / $614 psf(Built)","$760,000","Resale",103.8088168,1.2811278,"111a depot rd, block 111a, singapore 101111"
"164",164,"  Blk 522C Tampines Central 7 Singapore","3-Room","Model A"," Built-2015","93 sqm / $584 psf(Built)","$585,000","Resale",103.9394263,1.3579162,"522c tampines central 7, singapore 523522"
"165",165,"  Blk 63A Lengkok Bahru Singapore","4-Room","Standard"," Built-2001","94 sqm / $750 psf(Built)","$760,000","Resale",103.8153318,1.2897957,"63a lengkok bahru, block 63a, singapore 151063"
"166",166,"  Blk 475D Parkland Residences Singapore","4-Room","Model A"," Built-2014","92 sqm / $606 psf(Built)","$600,000","Resale",103.9002105,1.375868,"475a upper serangoon cres, singapore 531475"
"167",167,"  Blk 520B Centrale 8 At Tampines Singapore","5-Room","Improved"," Built-2014","108 sqm / $700 psf(Built)","$815,000","Resale",103.9404167,1.3568659,"519 tampines central 8, singapore 520519"
"168",168,"  Blk 310C Punggol Walk Singapore","4-Room","Model A"," Built-2015","92 sqm / $515 psf(Built)","$510,000","Resale",103.8999638,1.4096731,"310 c punggol walk, singapore 822310"
"169",169,"  Blk 471A Fernvale Rivergrove Singapore","4-Room","Model A"," Built-2016","92 sqm / $454 psf(Built)","$450,000","Resale",103.8805131,1.3966499,"470b fernvale link, singapore 792470"
"170",170,"  Blk 155 Gangsa Road Singapore","HDB Executive","Apartment"," Built-1998","140 sqm / $489 psf(Built)","$738,000","Resale",103.7651011,1.3753213,"155 gangsa rd, block 155, singapore 670155"
"171",171,"  Blk 469C Sengkang West Way Singapore","4-Room","New Generation"," Built-2016","93 sqm / $499 psf(Built)","$500,000","Resale",103.8776423,1.3961543,"469c sengkang w way, singapore 790469"
"172",172,"  Blk 109 Bukit Purmei Road Singapore","3-Room","Model A"," Built-1984","79 sqm / $469 psf(Built)","$399,000","Resale",103.8252941,1.2739482,"109 bukit purmei rd, block 109, singapore 090109"
"173",173,"  Blk 183 Jelebu Road Singapore","5-Room","Model A"," Built-2003","110 sqm / $591 psf(Built)","$700,000","Resale",103.7630381,1.3799915,"183 jelebu rd, singapore 670183 jelebu rd, singapore 670183"
"174",174,"  Blk 93 Dawson Road Singapore","4-Room","Improved"," Built-2015","83 sqm / $938 psf(Built)","$838,000","Resale",103.8116287,1.294954,"93 dawson rd, singapore 141092"
"175",175,"  Blk 308C Punggol Walk Singapore","5-Room","Improved"," Built-2016","112 sqm / $646 psf(Built)","$780,000","Resale",103.8991162,1.4080103,"308c punggol walk, singapore 823308"
"176",176,"  Blk 788D Woodlands Crescent Singapore","HDB Executive","Maisonette"," Built-1999","143 sqm / $441 psf(Built)","$680,000","Resale",103.8023818,1.4439563,"788d woodlands cres, block 788d, singapore 734788"
"177",177,"  Blk 310B Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $604 psf(Built)","$598,000","Resale",103.9004061,1.4094207,"310b punggol walk, singapore 822310"
"178",178,"  Blk 249 Tampines Street 21 Singapore","4-Room","Model A"," Built-1984","103 sqm / $458 psf(Built)","$508,000","Resale",103.9484346,1.3518862,"249 tampines street 21, block 249, singapore 520249"
"179",179,"  Blk 672A Klang Lane Singapore","5-Room","Improved"," Built-2002","105 sqm / $495 psf(Built)","$560,000","Resale",103.8524905,1.3085134,"672a klang ln, singapore 211672"
"180",180,"  Blk 342 Clementi Avenue 5 Singapore","5-Room","Improved"," Built-1979","123 sqm / $475 psf(Built)","$630,000","Resale",103.7699671,1.3182164,"342 clementi ave 5, block 342, singapore 120342"
"181",181,"  Blk 91 Dawson Road Singapore","5-Room","Model A"," Built-2016","99 sqm / $1,002 psf(Built)","$1,068,888","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"182",182,"  Blk 268C Punggol Field Singapore","4-Room","Model A"," Built-2013","93 sqm / $538 psf(Built)","$538,888","Resale",103.897846,1.403457,"268c punggol field, singapore 823268"
"183",183,"  Blk 301 Shunfu Road Singapore","HDB Executive","Maisonette"," Built-1985","148 sqm / $677 psf(Built)","$1,080,000","Resale",103.8382496,1.3493864,"301 shunfu rd, block 301, singapore 570301"
"184",184,"  Blk 665 Jalan Damai Singapore","HDB Executive","Maisonette"," Built-2020","146 sqm / $515 psf(Built)","$810,000","Resale",103.9081004,1.3341158,"665 jln damai, block 665, singapore 410665"
"185",185,"  Blk 8 Holland Avenue Singapore","4-Room","Model A"," Built-1974","82 sqm / $578 psf(Built)","$510,000","Resale",103.7945038,1.306882,"8 holland ave, block 8, singapore 271008"
"186",186,"  Blk 224 Serangoon Avenue 4 Singapore","4-Room","New Generation"," Built-1984","92 sqm / $464 psf(Built)","$460,000","Resale",103.8707693,1.3572417,"224 serangoon ave 4, block 224, singapore 550224"
"187",187,"  Blk 310B Punggol Walk Singapore","3-Room","Model A"," Built-2016","67 sqm / $589 psf(Built)","$425,000","Resale",103.9004061,1.4094207,"310b punggol walk, singapore 822310"
"188",188,"  Blk 531 Serangoon North Avenue 4 Singapore","5-Room","Improved"," Built-1992","122 sqm / $394 psf(Built)","$518,000","Resale",103.8750065,1.3748122,"531 serangoon north ave 4, block 531, singapore 550531"
"189",189,"  Blk 519B Centrale 8 At Tampines Singapore","5-Room","Model A"," Built-2014","108 sqm / $743 psf(Built)","$865,000","Resale",103.9402308,1.3568025,"519 tampines central 8, singapore 523519"
"190",190,"  Blk 407A Fernvale Road Singapore","5-Room","Improved"," Built-2004","110 sqm / $439 psf(Built)","$520,000","Resale",103.8753009,1.3883477,"407a fernvale rd, block 407a, singapore 791407"
"191",191,"  Blk 443D Fajar Road Singapore","5-Room","Improved"," Built-2016","113 sqm / $542 psf(Built)","$660,000","Resale",103.7704708,1.3805372,"443d fajar rd, singapore 674442"
"192",192,"  Blk 260C Punggol Way Singapore","4-Room","Model A"," Built-2016","93 sqm / $499 psf(Built)","$500,000","Resale",103.8967361,1.4048314,"260c punggol way, singapore 821260"
"193",193,"  Blk 671 Hougang Avenue 8 Singapore","4-Room","Model A"," Built-1987","104 sqm / $356 psf(Built)","$399,000","Resale",103.883815,1.373137,"671 hougang ave 8, block 671, singapore 530671"
"194",194,"  Blk 167 Bishan Street 13 Singapore","4-Room","Model A"," Built-1988","104 sqm / $445 psf(Built)","$499,000","Resale",103.8555479,1.3479618,"167 bishan street 13, block 167, singapore 570167"
"195",195,"  Blk 126 Simei Street 1 Singapore","5-Room","Improved"," Built-1988","125 sqm / $400 psf(Built)","$538,888","Resale",103.9542031,1.347063,"126 simei street 1, singapore 520128"
"196",196,"  Blk 268C Punggol Field Singapore","4-Room","Model A"," Built-2013","97 sqm / $522 psf(Built)","$545,000","Resale",103.897846,1.403457,"268c punggol field, singapore 823268"
"197",197,"  Blk 88 Telok Blangah Heights Singapore","4-Room","Model A"," Built-2003","85 sqm / $708 psf(Built)","$648,000","Resale",103.808268,1.2774773,"88 telok blangah heights, block 88, singapore 100088"
"198",198,"  Blk 414 Serangoon Central Singapore","5-Room","Improved"," Built-1989","121 sqm / $576 psf(Built)","$750,000","Resale",103.8744073,1.3487291,"414 serangoon central, block 414, singapore 550414"
"199",199,"  Blk 308A Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $543 psf(Built)","$538,000","Resale",103.9005963,1.4076123,"308a punggol walk, singapore 821308"
"200",200,"  Blk 6 Holland Close Singapore","3-Room","Improved"," Built-1974","65 sqm / $540 psf(Built)","$378,000","Resale",103.7954772,1.3071143,"6 holland cl, block 6, singapore 271006"
"201",201,"  Blk 331 Tah Ching Road Singapore","HDB Executive","Apartment"," Built-1996","139 sqm / $433 psf(Built)","$648,000","Resale",103.7235083,1.3380879,"331 tah ching rd, block 331, singapore 611331"
"202",202,"  Blk 530C Pasir Ris One Singapore","4-Room","Model A"," Built-2015","86 sqm / $796 psf(Built)","$737,999","Resale",103.9501566,1.3716643,"530c pasir ris dr 1, singapore 513530"
"203",203,"  Blk 461 Choa Chu Kang Avenue 4 Singapore","5-Room","Improved"," Built-1998","123 sqm / $398 psf(Built)","$528,000","Resale",103.7344602,1.3782503,"461 choa chu kang ave 4, block 461, singapore 680461"
"204",204,"  Blk 672A Klang Lane Singapore","5-Room","Improved"," Built-2002","105 sqm / $495 psf(Built)","$560,000","Resale",103.8524905,1.3085134,"672a klang ln, singapore 211672"
"205",205,"  Blk 342 Clementi Avenue 5 Singapore","5-Room","Improved"," Built-1979","123 sqm / $475 psf(Built)","$630,000","Resale",103.7699671,1.3182164,"342 clementi ave 5, block 342, singapore 120342"
"206",206,"  Blk 148 Bishan Street 11 Singapore","Multi-Gen/Jumbo","Multi Generation"," Built-1987","134 sqm / $596 psf(Built)","$860,000","Resale",103.854642,1.344233,"148 bishan street 11, block 148, singapore 570148"
"207",207,"  Blk 475C Parkland Residences Singapore","3-Room","Model A"," Built-2014","65 sqm / $785 psf(Built)","$550,000","Resale",103.9002105,1.375868,"475a upper serangoon cres, singapore 531475"
"208",208,"  Blk 92 Dawson Road Singapore","4-Room","Improved"," Built-2016","97 sqm / $946 psf(Built)","$988,000","Resale",103.8114169,1.2950444,"92 dawson rd, singapore 141092"
"209",209,"  Blk 348C Adora Green Singapore","4-Room","Model A"," Built-2013","92 sqm / $574 psf(Built)","$568,888","Resale",103.8411561,1.4272785,"yishun ave 11, singapore 761347"
"210",210,"  Blk 890A Tampines Avenue 1 Singapore","4-Room","Model A"," Built-2015","93 sqm / $539 psf(Built)","$540,000","Resale",103.9341207,1.3466119,"890a tampines ave 1, singapore 521899"
"211",211,"  Blk 4 Queens Road Singapore","3-Room","Improved"," Built-1974","73 sqm / $545 psf(Built)","$428,888","Resale",103.8083359,1.3191525,"4 queen's rd, singapore 260004"
"212",212,"  Blk 247 Hougang Avenue 3 Singapore","3-Room","New Generation"," Built-1984","67 sqm / $485 psf(Built)","$350,000","Resale",103.891517,1.359102,"247 hougang ave 3, block 247, singapore 530247"
"213",213,"  Blk 663A Punggol Drive Singapore","5-Room","Improved"," Built-2015","110 sqm / $489 psf(Built)","$579,999","Resale",103.9176164,1.4004133,"663a punggol dr, singapore 821663"
"214",214,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $979 psf(Built)","$875,000","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"215",215,"  Blk 260A Punggol Way Singapore","4-Room","Model A"," Built-2016","93 sqm / $507 psf(Built)","$508,000","Resale",103.8968404,1.404923,"260a punggol way, singapore"
"216",216,"  Blk 440A Fernvale Link Singapore","5-Room","Improved"," Built-2015","113 sqm / $467 psf(Built)","$568,000","Resale",103.8787409,1.3933103,"440a fernvale link, singapore 797700"
"217",217,"  Blk 807C Chai Chee Road Singapore","5-Room","Model A"," Built-2015","113 sqm / $657 psf(Built)","$800,000","Resale",103.923325,1.328094,"807c chai chee rd, singapore 463807"
"218",218,"  Blk 220 Serangoon Avenue 4 Singapore","4-Room","New Generation"," Built-1984","93 sqm / $549 psf(Built)","$550,000","Resale",103.87222,1.3586973,"220 serangoon ave 4, block 220, singapore 550220"
"219",219,"  Blk 101 Bishan Street 12 Singapore","5-Room","Improved"," Built-1987","121 sqm / $599 psf(Built)","$780,000","Resale",103.8485047,1.3449091,"101 bishan street 12, singapore 570103"
"220",220,"  Blk 502 Hougang Avenue 8 Singapore","3-Room","Improved"," Built-1987","121 sqm / $403 psf(Built)","$526,000","Resale",103.8868168,1.3727349,"502 hougang ave 8, singapore 530502"
"221",221,"  Blk 310 Shunfu Road Singapore","5-Room","Improved"," Built-1984","121 sqm / $522 psf(Built)","$680,000","Resale",103.8384743,1.3509026,"310 shunfu rd, singapore 570310"
"222",222,"  Blk 123 Paya Lebar Way Singapore","5-Room","Improved"," Built-1980","117 sqm / $501 psf(Built)","$632,000","Resale",103.8832714,1.3229161,"123 paya lebar way, block 123, singapore 381123"
"223",223,"  Blk 522 Hougang Avenue 6 Singapore","HDB Executive","Maisonette"," Built-1987","145 sqm / $473 psf(Built)","$738,888","Resale",103.8918795,1.3737485,"522 hougang ave 6, block 522, singapore 530522"
"224",224,"  Blk 266C Punggol Way Singapore","4-Room","Model A"," Built-2015","92 sqm / $484 psf(Built)","$480,000","Resale",103.8977016,1.4050971,"266 c punggol way, singapore 820268"
"225",225,"  Blk 73A Redhill Road Singapore","5-Room","Model A"," Built-2005","115 sqm / $636 psf(Built)","$788,000","Resale",103.816793,1.288072,"73a redhill rd, singapore 151073"
"226",226,"  Blk 88 Telok Blangah Heights Singapore","4-Room","Model A"," Built-2003","85 sqm / $708 psf(Built)","$648,000","Resale",103.808268,1.2774773,"88 telok blangah heights, block 88, singapore 100088"
"227",227,"  Blk 8 Marine Terrace Singapore","3-Room","Improved"," Built-1975","65 sqm / $600 psf(Built)","$420,000","Resale",103.9160757,1.3045165,"8 marine terrace, block 8, singapore 440008"
"228",228,"  Blk 202A Punggol Field Singapore","5-Room","Improved"," Built-2004","110 sqm / $405 psf(Built)","$480,000","Resale",103.9045541,1.399838,"202a punggol field, singapore 821202"
"229",229,"  Blk 846 Tampines Street 82 Singapore","3-Room","Standard"," Built-1986","74 sqm / $451 psf(Built)","$360,000","Resale",103.9358346,1.3521796,"846 tampines street 82, block 846, singapore 520846"
"230",230,"  Blk 135 Bishan Street 12 Singapore","5-Room","Improved"," Built-1987","121 sqm / $491 psf(Built)","$640,000","Resale",103.851245,1.3445821,"135 bishan street 12, block 135, singapore 570135"
"231",231,"  Blk 1 Ghim Moh Road Singapore","3-Room","Standard"," Built-1976","65 sqm / $554 psf(Built)","$388,000","Resale",103.787272,1.3129794,"1 ghim moh rd, singapore 270001"
